,Status
5687,Declined
5688,Wait list
5689,Accepted
5690,Declined
5691,Declined
5692,Accepted
5693,Accepted
5694,Pending
5695,Accepted
5696,Declined
5697,Declined
5698,Declined
5699,Declined
5700,Accepted
5701,Accepted
5702,Declined
5703,Accepted
5704,Declined
5705,Accepted
5706,Accepted
5707,Accepted
5708,Accepted
5709,Declined
5710,Accepted
5711,Accepted
5712,Accepted
5713,Accepted
5714,Accepted
5715,Accepted
5716,Accepted
5717,Declined
5718,Accepted
5719,Pending
5720,Declined
5721,Pending
5722,Pending
5723,Pending
5724,Accepted
5725,Accepted
5726,Accepted
5727,Declined
5728,Accepted
5729,Accepted
5730,Accepted
5731,Declined
5732,Declined
5733,Accepted
5734,Declined
5735,Declined
5736,Declined
5737,Declined
5738,Declined
5739,Declined
5740,Declined
5741,Declined
5742,Declined
5743,Declined
5744,Accepted
5745,Declined
5746,Declined
5747,Declined
5748,Declined
5749,Accepted
5750,Declined
5751,Declined
5752,Declined
5753,Accepted
5754,Declined
5755,Declined
5756,Declined
5757,Accepted
5758,Declined
5759,Pending
5760,Declined
5761,Pending
5762,Pending
5763,Wait list
5764,Pending
5765,Accepted
5766,Accepted
5767,Pending
5768,Accepted
5769,Declined
5770,Declined
5771,Accepted
5772,Declined
5773,Accepted
5774,Pending
5775,Accepted
5776,Declined
5777,Accepted
5778,Declined
5779,Accepted
5780,Accepted
5781,Pending
5782,Declined
5783,Accepted
5784,Pending
5785,Pending
5786,Declined
5787,Declined
5788,Pending
5789,Declined
5790,Accepted
5791,Pending
5792,Declined
5793,Declined
5794,Declined
5795,Accepted
5796,Accepted
5797,Pending
5798,Accepted
5799,Pending
5800,Pending
5801,Accepted
5802,Pending
5803,Pending
5804,Accepted
5805,Accepted
5806,Accepted
5807,Declined
5808,Accepted
5809,Accepted
5810,Accepted
5811,Accepted
5812,Pending
5813,Pending
5814,Pending
5815,Pending
5816,Wait list
5817,Accepted
5818,Accepted
5819,Accepted
5820,Declined
5821,Pending
5822,Pending
5823,Pending
5824,Declined
5825,Pending
5826,Pending
5827,Accepted
5828,Declined
5829,Pending
5830,Accepted
5831,Pending
5832,Declined
5833,Declined
5834,Declined
5835,Accepted
5836,Pending
5837,Accepted
5838,Accepted
5839,Accepted
5840,Accepted
5841,Pending
5842,Pending
5843,Pending
5844,Accepted
5845,Accepted
5846,Declined
5847,Declined
5848,Declined
5849,Pending
5850,Declined
5851,Accepted
5852,Accepted
5853,Accepted
5854,Declined
5855,Declined
5856,Accepted
5857,Accepted
5858,Accepted
5859,Accepted
5860,Accepted
5861,Wait list
5862,Accepted
5863,Declined
5864,Wait list
5865,Declined
5866,Declined
5867,Accepted
5868,Accepted
5869,Declined
5870,Accepted
5871,Declined
5872,Accepted
5873,Accepted
5874,Accepted
5875,Accepted
5876,Accepted
5877,Declined
5878,Accepted
5879,Declined
5880,Declined
5881,Accepted
5882,Wait list
5883,Accepted
5884,Declined
5885,Pending
5886,Accepted
5887,Wait list
5888,Declined
5889,Accepted
5890,Declined
5891,Accepted
5892,Accepted
5893,Accepted
5894,Declined
5895,Declined
5896,Declined
5897,Pending
5898,Declined
5899,Pending
5900,Accepted
5901,Declined
5902,Declined
5903,Accepted
5904,Accepted
5905,Declined
5906,Accepted
5907,Accepted
5908,Accepted
5909,Accepted
5910,Accepted
5911,Accepted
5912,Wait list
5913,Accepted
5914,Wait list
5915,Accepted
5916,Accepted
5917,Pending
5918,Accepted
5919,Accepted
5920,Declined
5921,Declined
5922,Declined
5923,Accepted
5924,Accepted
5925,Accepted
5926,Accepted
5927,Declined
5928,Accepted
5929,Accepted
5930,Declined
5931,Accepted
5932,Declined
5933,Declined
5934,Declined
5935,Declined
5936,Declined
5937,Accepted
5938,Declined
5939,Declined
5940,Accepted
5941,Declined
5942,Declined
5943,Accepted
5944,Declined
5945,Accepted
5946,Declined
5947,Declined
5948,Declined
5949,Declined
5950,Declined
5951,Accepted
5952,Declined
5953,Accepted
5954,Accepted
5955,Accepted
5956,Accepted
5957,Declined
5958,Declined
5959,Declined
5960,Accepted
5961,Declined
5962,Accepted
5963,Accepted
5964,Accepted
5965,Declined
5966,Accepted
5967,Declined
5968,Declined
5969,Declined
5970,Declined
5971,Accepted
5972,Accepted
5973,Declined
5974,Wait list
5975,Accepted
5976,Declined
5977,Declined
5978,Accepted
5979,Declined
5980,Declined
5981,Declined
5982,Accepted
5983,Accepted
5984,Accepted
5985,Accepted
5986,Accepted
5987,Accepted
5988,Declined
5989,Accepted
5990,Accepted
5991,Declined
5992,Accepted
5993,Accepted
5994,Accepted
5995,Accepted
5996,Accepted
5997,Declined
5998,Accepted
5999,Accepted
6000,Declined
6001,Accepted
6002,Accepted
6003,Accepted
6004,Accepted
6005,Accepted
6006,Accepted
6007,Accepted
6008,Wait list
6009,Accepted
6010,Accepted
6011,Accepted
6012,Declined
6013,Declined
6014,Declined
6015,Accepted
6016,Declined
6017,Declined
6018,Accepted
6019,Accepted
6020,Accepted
6021,Accepted
6022,Accepted
6023,Accepted
6024,Accepted
6025,Declined
6026,Accepted
6027,Accepted
6028,Accepted
6029,Accepted
6030,Declined
6031,Accepted
6032,Declined
6033,Declined
6034,Accepted
6035,Accepted
6036,Declined
6037,Accepted
6038,Declined
6039,Accepted
6040,Declined
6041,Accepted
6042,Accepted
6043,Accepted
6044,Declined
6045,Declined
6046,Declined
6047,Accepted
6048,Declined
6049,Accepted
6050,Declined
6051,Declined
6052,Declined
6053,Accepted
6054,Declined
6055,Declined
6056,Accepted
6057,Accepted
6058,Declined
6059,Declined
6060,Declined
6061,Accepted
6062,Declined
6063,Declined
6064,Accepted
6065,Declined
6066,Declined
6067,Declined
6068,Declined
6069,Accepted
6070,Declined
6071,Declined
6072,Pending
6073,Declined
6074,Declined
6075,Declined
6076,Accepted
6077,Declined
6078,Declined
6079,Declined
6080,Declined
6081,Declined
6082,Declined
6083,Pending
6084,Accepted
6085,Declined
6086,Declined
6087,Declined
6088,Accepted
6089,Declined
6090,Declined
6091,Declined
6092,Accepted
6093,Declined
6094,Declined
6095,Declined
6096,Declined
6097,Declined
6098,Declined
6099,Declined
6100,Accepted
6101,Declined
6102,Accepted
6103,Accepted
6104,Accepted
6105,Accepted
6106,Accepted
6107,Accepted
6108,Declined
6109,Declined
6110,Accepted
6111,Accepted
6112,Accepted
6113,Accepted
6114,Accepted
6115,Accepted
6116,Accepted
6117,Declined
6118,Declined
6119,Accepted
6120,Accepted
6121,Declined
6122,Accepted
6123,Accepted
6124,Accepted
6125,Accepted
6126,Accepted
6127,Accepted
6128,Accepted
6129,Accepted
6130,Declined
6131,Wait list
6132,Declined
6133,Declined
6134,Accepted
6135,Accepted
6136,Accepted
6137,Accepted
6138,Declined
6139,Declined
6140,Accepted
6141,Accepted
6142,Declined
6143,Accepted
6144,Accepted
6145,Accepted
6146,Accepted
6147,Accepted
6148,Accepted
6149,Accepted
6150,Accepted
6151,Pending
6152,Accepted
6153,Wait list
6154,Accepted
6155,Accepted
6156,Accepted
6157,Accepted
6158,Declined
6159,Declined
6160,Declined
6161,Declined
6162,Declined
6163,Declined
6164,Accepted
6165,Declined
6166,Declined
6167,Wait list
6168,Accepted
6169,Accepted
6170,Accepted
6171,Accepted
6172,Declined
6173,Declined
6174,Wait list
6175,Accepted
6176,Accepted
6177,Accepted
6178,Declined
6179,Pending
6180,Accepted
6181,Accepted
6182,Accepted
6183,Accepted
6184,Accepted
6185,Accepted
6186,Accepted
6187,Accepted
6188,Accepted
6189,Accepted
6190,Accepted
6191,Wait list
6192,Accepted
6193,Accepted
6194,Accepted
6195,Accepted
6196,Accepted
6197,Accepted
6198,Declined
6199,Pending
6200,Accepted
6201,Declined
6202,Declined
6203,Accepted
6204,Accepted
6205,Accepted
6206,Accepted
6207,Declined
6208,Accepted
6209,Accepted
6210,Pending
6211,Declined
6212,Accepted
6213,Accepted
6214,Accepted
6215,Accepted
6216,Declined
6217,Declined
6218,Declined
6219,Declined
6220,Declined
6221,Declined
6222,Accepted
6223,Accepted
6224,Accepted
6225,Accepted
6226,Accepted
6227,Accepted
6228,Declined
6229,Accepted
6230,Declined
6231,Accepted
6232,Accepted
6233,Accepted
6234,Declined
6235,Accepted
6236,Declined
6237,Accepted
6238,Accepted
6239,Accepted
6240,Accepted
6241,Accepted
6242,Declined
6243,Declined
6244,Wait list
6245,Pending
6246,Accepted
6247,Accepted
6248,Wait list
6249,Accepted
6250,Declined
6251,Accepted
6252,Declined
6253,Declined
6254,Accepted
6255,Accepted
6256,Accepted
6257,Declined
6258,Accepted
6259,Accepted
6260,Declined
6261,Accepted
6262,Accepted
6263,Declined
6264,Declined
6265,Accepted
6266,Accepted
6267,Declined
6268,Accepted
6269,Declined
6270,Declined
6271,Accepted
6272,Declined
6273,Accepted
6274,Pending
6275,Pending
6276,Pending
6277,Declined
6278,Declined
6279,Accepted
6280,Accepted
6281,Accepted
6282,Accepted
6283,Accepted
6284,Accepted
6285,Declined
6286,Declined
6287,Wait list
6288,Accepted
6289,Wait list
6290,Accepted
6291,Accepted
6292,Declined
6293,Accepted
6294,Accepted
6295,Declined
6296,Accepted
6297,Accepted
6298,Accepted
6299,Accepted
6300,Wait list
6301,Declined
6302,Declined
6303,Accepted
6304,Accepted
6305,Declined
6306,Declined
6307,Accepted
6308,Accepted
6309,Declined
6310,Accepted
6311,Declined
6312,Accepted
6313,Accepted
6314,Accepted
6315,Declined
6316,Accepted
6317,Accepted
6318,Declined
6319,Accepted
6320,Accepted
6321,Declined
6322,Accepted
6323,Declined
6324,Wait list
6325,Declined
6326,Declined
6327,Accepted
6328,Accepted
6329,Accepted
6330,Declined
6331,Accepted
6332,Accepted
6333,Accepted
6334,Accepted
6335,Accepted
6336,Accepted
6337,Accepted
6338,Accepted
6339,Accepted
6340,Declined
6341,Declined
6342,Declined
6343,Accepted
6344,Accepted
6345,Accepted
6346,Accepted
6347,Accepted
6348,Pending
6349,Declined
6350,Declined
6351,Accepted
6352,Accepted
6353,Accepted
6354,Accepted
6355,Accepted
6356,Accepted
6357,Accepted
6358,Declined
6359,Accepted
6360,Accepted
6361,Declined
6362,Declined
6363,Declined
6364,Accepted
6365,Accepted
6366,Pending
6367,Declined
6368,Declined
6369,Declined
6370,Declined
6371,Accepted
6372,Declined
6373,Accepted
6374,Accepted
6375,Accepted
6376,Pending
6377,Accepted
6378,Accepted
6379,Accepted
6380,Accepted
6381,Accepted
6382,Accepted
6383,Declined
6384,Accepted
6385,Accepted
6386,Accepted
6387,Accepted
6388,Accepted
6389,Accepted
6390,Accepted
6391,Accepted
6392,Accepted
6393,Accepted
6394,Accepted
6395,Accepted
6396,Accepted
6397,Accepted
6398,Accepted
6399,Accepted
6400,Accepted
6401,Accepted
6402,Accepted
6403,Declined
6404,Declined
6405,Accepted
6406,Declined
6407,Accepted
6408,Declined
6409,Declined
6410,Declined
6411,Declined
6412,Wait list
6413,Accepted
6414,Declined
6415,Accepted
6416,Declined
6417,Declined
6418,Accepted
6419,Accepted
6420,Declined
6421,Accepted
6422,Accepted
6423,Declined
6424,Declined
6425,Accepted
6426,Accepted
6427,Accepted
6428,Accepted
6429,Declined
6430,Accepted
6431,Accepted
6432,Accepted
6433,Declined
6434,Accepted
6435,Accepted
6436,Accepted
6437,Accepted
6438,Accepted
6439,Accepted
6440,Accepted
6441,Accepted
6442,Accepted
6443,Accepted
6444,Accepted
6445,Accepted
6446,Accepted
6447,Accepted
6448,Accepted
6449,Declined
6450,Accepted
6451,Wait list
6452,Accepted
6453,Accepted
6454,Accepted
6455,Accepted
6456,Accepted
6457,Accepted
6458,Accepted
6459,Accepted
6460,Accepted
6461,Accepted
6462,Declined
6463,Accepted
6464,Accepted
6465,Accepted
6466,Accepted
6467,Accepted
6468,Accepted
6469,Accepted
6470,Accepted
6471,Accepted
6472,Declined
6473,Accepted
6474,Declined
6475,Declined
6476,Accepted
6477,Accepted
6478,Accepted
6479,Accepted
6480,Accepted
6481,Declined
6482,Wait list
6483,Accepted
6484,Wait list
6485,Accepted
6486,Declined
6487,Declined
6488,Accepted
6489,Accepted
6490,Declined
6491,Wait list
6492,Declined
6493,Declined
6494,Declined
6495,Declined
6496,Declined
6497,Declined
6498,Declined
6499,Declined
6500,Declined
6501,Declined
6502,Declined
6503,Declined
6504,Accepted
6505,Accepted
6506,Declined
6507,Accepted
6508,Pending
6509,Pending
6510,Declined
6511,Accepted
6512,Accepted
6513,Declined
6514,Accepted
6515,Accepted
6516,Accepted
6517,Accepted
6518,Accepted
6519,Accepted
6520,Declined
6521,Declined
6522,Declined
6523,Accepted
6524,Accepted
6525,Declined
6526,Declined
6527,Accepted
6528,Declined
6529,Accepted
6530,Declined
6531,Accepted
6532,Accepted
6533,Accepted
6534,Accepted
6535,Declined
6536,Declined
6537,Declined
6538,Declined
6539,Accepted
6540,Accepted
6541,Declined
6542,Declined
6543,Declined
6544,Accepted
6545,Accepted
6546,Declined
6547,Accepted
6548,Declined
6549,Declined
6550,Declined
6551,Declined
6552,Declined
6553,Accepted
6554,Declined
6555,Declined
6556,Accepted
6557,Declined
6558,Accepted
6559,Declined
6560,Accepted
6561,Declined
6562,Declined
6563,Accepted
6564,Accepted
6565,Pending
6566,Accepted
6567,Accepted
6568,Accepted
6569,Accepted
6570,Declined
6571,Accepted
6572,Declined
6573,Pending
6574,Pending
6575,Declined
6576,Pending
6577,Accepted
6578,Accepted
6579,Declined
6580,Declined
6581,Declined
6582,Accepted
6583,Accepted
6584,Accepted
6585,Wait list
6586,Declined
6587,Accepted
6588,Accepted
6589,Pending
6590,Declined
6591,Declined
6592,Accepted
6593,Declined
6594,Pending
6595,Declined
6596,Declined
6597,Accepted
6598,Pending
6599,Declined
6600,Declined
6601,Declined
6602,Declined
6603,Declined
6604,Declined
6605,Accepted
6606,Accepted
6607,Accepted
6608,Declined
6609,Accepted
6610,Declined
6611,Accepted
6612,Declined
6613,Declined
6614,Declined
6615,Accepted
6616,Accepted
6617,Accepted
6618,Accepted
6619,Accepted
6620,Accepted
6621,Declined
6622,Accepted
6623,Accepted
6624,Accepted
6625,Accepted
6626,Declined
6627,Declined
6628,Declined
6629,Declined
6630,Accepted
6631,Declined
6632,Declined
6633,Wait list
6634,Accepted
6635,Declined
6636,Declined
6637,Accepted
6638,Accepted
6639,Accepted
6640,Accepted
6641,Accepted
6642,Accepted
6643,Wait list
6644,Declined
6645,Accepted
6646,Accepted
6647,Declined
6648,Accepted
6649,Accepted
6650,Wait list
6651,Wait list
6652,Accepted
6653,Declined
6654,Wait list
6655,Declined
6656,Declined
6657,Accepted
6658,Accepted
6659,Accepted
6660,Declined
6661,Pending
6662,Accepted
6663,Accepted
6664,Declined
6665,Declined
6666,Accepted
6667,Accepted
6668,Accepted
6669,Accepted
6670,Accepted
6671,Declined
6672,Accepted
6673,Accepted
6674,Accepted
6675,Declined
6676,Accepted
6677,Accepted
6678,Accepted
6679,Declined
6680,Declined
6681,Pending
6682,Declined
6683,Accepted
6684,Accepted
6685,Accepted
6686,Accepted
6687,Accepted
6688,Accepted
6689,Declined
6690,Accepted
6691,Wait list
6692,Wait list
6693,Accepted
6694,Accepted
6695,Declined
6696,Accepted
6697,Accepted
6698,Accepted
6699,Declined
6700,Accepted
6701,Accepted
6702,Accepted
6703,Declined
6704,Accepted
6705,Accepted
6706,Declined
6707,Accepted
6708,Accepted
6709,Accepted
6710,Pending
6711,Pending
6712,Accepted
6713,Accepted
6714,Declined
6715,Declined
6716,Declined
6717,Declined
6718,Accepted
6719,Accepted
6720,Accepted
6721,Accepted
6722,Accepted
6723,Declined
6724,Declined
6725,Accepted
6726,Accepted
6727,Accepted
6728,Accepted
6729,Accepted
6730,Accepted
6731,Declined
6732,Accepted
6733,Accepted
6734,Accepted
6735,Wait list
6736,Declined
6737,Declined
6738,Declined
6739,Declined
6740,Accepted
6741,Accepted
6742,Declined
6743,Declined
6744,Declined
6745,Accepted
6746,Wait list
6747,Declined
6748,Accepted
6749,Accepted
6750,Declined
6751,Declined
6752,Accepted
6753,Wait list
6754,Declined
6755,Accepted
6756,Accepted
6757,Pending
6758,Declined
6759,Declined
6760,Declined
6761,Pending
6762,Accepted
6763,Wait list
6764,Accepted
6765,Accepted
6766,Accepted
6767,Accepted
6768,Accepted
6769,Accepted
6770,Accepted
6771,Accepted
6772,Accepted
6773,Accepted
6774,Declined
6775,Accepted
6776,Accepted
6777,Declined
6778,Accepted
6779,Accepted
6780,Accepted
6781,Declined
6782,Accepted
6783,Accepted
6784,Accepted
