,GPA,GREQ,GREV,GREAWA
3002,3.78,169,152,4.0
3003,3.5,168,170,4.5
3004,90.4/100,157,170,3
3005,90.4/100,157,170,3
3006,88/100,168,149,3.0
3007,3.56,166,154,3.0
3008,3.67,170,152,3.0
3009,3.5,167,157,4.0
3010,3.5,167,157,4.0
3011,First Class,170,155,5
3012,3.94,164,154,3.5
3013,3.5,167,157,4.0
3014,3.56,170,149,3.0
3015,3.6,162,152,2.5
3016,3.5,168,170,4.5
3017,3.9,170,159,3.0
3018,3.5,170,160,3.5
3019,3.73,170,154,3
3020,3.80,170,157,3.0
3021,3.76,170,155,3.5
3022,3.76,170,155,3.5
3023,3.76,170,155,3.5
3024,3.74,170,159,3.5
3025,3.70,170,159,3.5
3026,9.05/10,170,165,3
3027,3.74,170,159,3.5
3028,3.90,168,157,5.0
3029,3.36,168,159,4.0
3030,3.5,168,170,4.5
3031,3.5,168,170,4.5
3032,3.5,170,165,3.0
3033,3.61,170,152,3.5
3034,3.61,170,152,3.5
3035,3.65,166,165,3.5
3036,3.61,170,152,3.5
3037,3.52,168,157,5.0
3038,3.7,170,159,3.5
3039,3.9,170,157,3.5
3040,3.9,170,157,3.5
3041,3.9,170,157,3.5
3042,3.9,170,157,3.5
3043,3.9,170,157,3.5
3044,3.89,169,161,3.0
3045,3.78,166,166,3.0
3046,3.78,166,166,3.0
3047,3.78,166,166,3.0
3048,3.92,170,152,3
3049,3.86,170,150,4
3050,3.83,169,154,3.5
3051,3.1,168,167,5.5
3052,3.7,167,162,3.0
3053,3.7,167,162,3.0
3054,3.7,170,149,3.5
3055,3.63,169,155,3.0
3056,3.83,,,GMAT
3057,First Class,168,155,4.0
3058,3.92,165,169,4.0
3059,3.8,170,157,3.5
3060,3.63,169,155,3.0
3061,3.74,170,159,3.5
3062,3.5,170,158,4.5
3063,3.73,170,156,3.0
3064,3.75,170,161,3
3065,3.78,166,160,3.5
3066,3.57,50,39,5.5
3067,3.9,166,161,5.0
3068,3.8,,,5.5
3069,3.8,168,161,3.0
3070,3.92,165,169,4.0
3071,3.5,170,154,4.5
3072,3.70,167,154,4.0
3073,3.97,170,157,5.0
3074,3.75,167,160,4.5
3075,3.7,168,165,5.5
3076,3.8,170,157,3.5
3077,3.86,170,157,3.0
3078,3.77,170,159,3.5
3079,3.74,160,153,4
3080,3.97,170,154,3
3081,3.97,170,154,3
3082,3.2,170,159,4
3083,3.3,164,155,4.0
3084,3.63,169,155,3.0
3085,3.56,170,149,3.0
3086,3.9,170,159,3.0
3087,3.70,170,159,3.5
3088,3.83,170,150,3.5
3089,3.81,170,155,3.5
3090,4.0,170,162,3.5
3091,3.86,170,150,4
3092,3.86,170,150,4
3093,3.85,169,167,3.5
3094,84/100,168,152,3.0
3095,3.56,166,154,3.0
3096,3.92,165,169,4.0
3097,3.8,170,157,3.5
3098,1.49 German system,,,No
3099,3.56,166,154,3.0
3100,3.7,170,160,4.0
3101,3.97,170,157,5
3102,3.73,167,159,3.5
3103,3.85,,,NA
3104,2.75,168,161,4.0
3105,3.56,166,154,3.0
3106,3.92,165,169,4.0
3107,3.4,170,146,3.5
3108,3.68,169,159,3.5
3109,3.8,,,.
3110,3,164,151,3.5
3111,3.37,170,158,4.5
3112,3.86,170,161,4.0
3113,3.86,170,161,4.0
3114,3.86,170,161,4.0
3115,3.86,170,161,4.0
3116,3.86,170,161,4.0
3117,3.8,170,154,3.0
3118,3.8,170,154,3.0
3119,3.8,170,154,3.0
3120,3.91,170,153,3.0
3121,3.94,168,156,3.5
3122,8/10,170,158,4.5
3123,8/10,170,158,4.5
3124,3.7,,,-
3125,3.48,161,150,4.5
3126,8.06/10,168,162,3
3127,8/10,170,158,4.5
3128,3.92,165,169,4.0
3129,3.7,163,155,3.5
3130,3.63,170,161,3.0
3131,3.56,170,149,3.0
3132,3.8,168,161,3.0
3133,3.4,170,155,3.5
3134,3.8,170,153,3.5
3135,3.78,170,162,4.0
3136,3.73,167,159,3.5
3137,3.73,167,159,3.5
3138,3.73,167,159,3.5
3139,3.73,167,159,3.5
3140,3.73,167,159,3.5
3141,3.52,168,157,5.0
3142,3.7,166,166,3.5
3143,3.9,163,158,3.5
3144,80.15%,166,158,4.0
3145,3,168,154,4.00
3146,-,,,-
3147,3.8,170,161,3.5
3148,First Class,163,151,4.0
3149,First Class,163,151,4.0
3150,3.94,170,158,4.0
3151,3.7,163,158,3.5
3152,3.65,170,157,3.5
3153,3.84,168,150,3
3154,3.5,170,149,3.5
3155,3.86,169,162,3.5
3156,3.52,168,157,5.0
3157,3.8,170,157,3.5
3158,3.55,170,144,3.0
3159,3.73,170,154,3
3160,3.7,170,162,3.0
3161,3.6,168,154,3
3162,2.9,170,165,5.5
3163,3.67,170,159,3.5
3164,3.1,167,168,5.5
3165,3.55,170,151,3.0
3166,3.55,170,151,3.0
3167,3.55,170,151,3.0
3168,3.5,167,157,4.0
3169,3.63,169,155,3.0
3170,3.5,170,149,3.5
3171,3.51,170,155,3.5
3172,3.52,168,157,5.0
3173,3.7,170,162,3.0
3174,3.56,166,154,3.0
3175,3.7,164,165,4
3176,3.52,162,143,3.0
3177,3.92,165,169,4
3178,3.92,165,169,4.0
3179,3.7,167,162,3.0
3180,3.7,168,164,5.0
3181,3.65,170,157,3.5
3182,3.8,170,153,3.5
3183,3.92,165,169,4.0
3184,3.85,165,155,3.5
3185,3.56,166,154,3.0
3186,3.77,156,170,3.5
3187,3.8,166,153,3.5
3188,3.6,170,157,3.5
3189,3.65,170,157,3.5
3190,3.5,165,153,3.0
3191,3.8/4.0,170,158,4.0
3192,3.5,153,165,3.0
3193,3.5,153,165,3.0
3194,3.5,153,165,3.0
3195,96/100,167,152,4.5
3196,3.6,170,157,3.5
3197,First Class,170,150,4.0
3198,97/100,170,157,5
3199,3.85,166,157,3.5
3200,3.8,170,153,3
3201,3.4,170,155,3.5
3202,96/100,167,152,4.5
3203,3.56,166,154,3.0
3204,3.74,167,160,4.5
3205,3.8,170,157,3.5
3206,3.8,166,169,3.0
3207,3.2,167,168,5.5
3208,3.6,168,154,3
3209,3.85,166,157,3.5
3210,3.85,166,157,3.5
3211,Mediocre,170,165,5.0
3212,3.72,168,168,5.5
3213,3.65,170,157,3.5
3214,3.7,167,162,3
3215,3.8,170,161,3.5
3216,3.25,51,44,5.0
3217,3.74,167,160,4.5
3218,2.9,170,165,5.5
3219,8/10,170,158,4.5
3220,3.5,167,157,4.0
3221,3.92,165,169,4.0
3222,3.68,167,163,4.0
3223,3.6,170,161,4
3224,3.94,168,156,3.5
3225,4.0,168,158,5.0
3226,3.68,167,163,4.0
3227,3.7,168,150,3.5
3228,8/10,170,158,4.5
3229,3.7,167,162,3.0
3230,3.7,167,162,3.0
3231,3.7,167,162,3.0
3232,3.80,170,157,3.0
3233,3.7,167,162,3
3234,3.5,165,153,3.0
3235,3.5,165,153,3.0
3236,3.5,165,153,3.0
3237,3.5,165,153,3.0
3238,3.4,164,164,5
3239,3.2,162,143,3
3240,4.0,170,161,4.0
3241,3.93,168,165,6.0
3242,3.73,170,154,3
3243,3.7,170,162,3.0
3244,3.5,170,149,3.5
3245,3.67,168,165,5.5
3246,3.56,170,149,3.0
3247,3.56,170,149,3.0
3248,3.8,167,162,4.0
3249,3.2,167,168,5.5
3250,3.7,170,162,3.0
3251,3.56,168,164,5
3252,3.94,168,156,3.5
3253,3.4,170,155,3.5
3254,3.4,170,155,3.5
3255,3.4,170,155,3.5
3256,3.4,170,155,3.5
3257,3.25,170,168,5.0
3258,3.97,170,157,5
3259,8.8/10,50,44,5.5
3260,8.8/10,50,44,5.5
3261,3.48,161,150,4.5
3262,3.3,,,na
3263,3.95,167,159,5.0
3264,3.95,167,159,5.0
3265,3.82,167,151,3.5
3266,3.82,167,151,3.5
3267,3.64,168,152,3.5
3268,3.46,170,149,3.5
3269,3.73,168,157,3.0
3270,3.6,162,152,2.5
3271,3.6,162,152,2.5
3272,3.4,170,160,3
3273,3.8,170,161,3.5
3274,3.87,170,160,3
3275,3.5,169,157,3.0
3276,3.9,164,153,3.5
3277,3.9,164,153,3.5
3278,3.83,170,158,3.0
3279,3.6,162,166,5.0
3280,3.55,170,164,5.0
3281,3.7,170,170,5.5
3282,3.48,161,150,4.5
3283,3.8,169,159,3.5
3284,3.8,169,159,3.5
3285,3.8,169,159,3.5
3286,3.8,169,159,3.5
3287,3.7,170,160,4.0
3288,3.9,168,162,4.0
3289,3.9,168,162,4.0
3290,3.9,168,162,4.0
3291,3.9,168,162,4.0
3292,3.6,168,146,3.0
3293,3.6,168,160,3.5
3294,3.6,168,160,3.5
3295,3.6,168,160,3.5
3296,3.6,168,160,3.5
3297,3.67,167,154,4.0
3298,3.6,168,159,4.5
3299,3.7,169,157,4.0
3300,3.5,167,150,3.0
3301,3.5,167,150,3.0
3302,3.5,168,161,3.5
3303,3.5,168,161,3.5
3304,3.5,168,161,3.5
3305,2.9,170,165,5.5
3306,3.6,165,159,4.0
3307,3.7,167,155,3.5
3308,3.7,169,157,4.0
3309,3.82,170,162,4.0
3310,3.80,170,157,3.0
3311,3.7,170,162,3.0
3312,3.89,169,161,3.0
3313,3.9,166,166,5.0
3314,3.8,166,153,3.5
3315,3.78,167,151,3.0
3316,3.5,170,159,3.0
3317,3.94,168,156,3.5
3318,3.94,168,156,3.5
3319,3.73,165,138,3.5
3320,3.8,,,-
3321,3.76,159,170,3.0
3322,3.89,169,161,3.0
3323,3.91,170,158,3.5
3324,3.85,166,157,3.5
3325,3.89,169,161,3.0
3326,3.8,168,156,3.5
3327,3.4,170,157,4.0
3328,3.8,159,154,3.0
3329,3.4,162,152,2.5
3330,3.6,170,157,3.5
3331,3.75,168,158,4.0
3332,3.6,170,157,3.0
3333,3.8,167,155,3.5
3334,3.52,170,156,3.0
3335,3.7,170,162,3.0
3336,3.59,170,160,5.0
3337,3.8,166,169,3.0
3338,3.5,170,159,3.0
3339,3.5,170,159,3.0
3340,3.19,160,168,1
3341,3.19,160,168,1
3342,3.5,170,150,3.0
3343,3.50,170,154,3.0
3344,3.45,163,156,4.0
3345,3.95,170,154,3.5
3346,3.7,162,170,3.0
3347,2.8,164,157,4.0
3348,3.63,170,155,3.5
3349,3.65,167,161,4.0
3350,3.83,170,150,3.5
3351,3.83,170,150,3.5
3352,3.5,168,145,3.5
3353,--,,,--
3354,3.75,170,155,3.0
3355,3.75,170,155,3.0
3356,3.75,166,153,4.0
3357,3.65,170,164,4.0
3358,2.7,154,140,2.5
3359,2.3,156,150,2.5
3360,-,,,-
3361,3.7,167,160,4.5
3362,3.7,167,160,4.5
3363,3.7,167,160,4.5
3364,3.15,,,N/A
3365,3.20,,,-
3366,3.62,169,163,3.5
3367,3.62,169,163,3.5
3368,3.65,170,150,3.5
3369,3.59,170,151,3.0
3370,3.92,168,155,3.0
3371,3.46,168,154,5.0
3372,3.2,170,158,4.0
3373,3.87,167,166,4.5
3374,3.29,,,NA
3375,3.29,,,NA
3376,3.29,,,NA
3377,3.29,,,NA
3378,3.78,168,162,4.0
3379,3.9,169,155,4.5
3380,3.9,169,155,4.5
3381,3.9,169,155,4.5
3382,3.4,167,154,3.5
3383,3.971,170,167,4.5
3384,2.7,163,154,4.5
3385,3.8,168,156,4.0
3386,3.64,164,150,4.0
3387,3.81,170,154,3.0
3388,3.54,170,152,3.0
3389,3.55,170,154,3.0
3390,-,,,-
3391,3.5,168,165,5.5
3392,3.2,170,158,4.0
3393,3.81,170,154,3.0
3394,3.7,,,-
3395,3.7,,,-
3396,3.74,166,155,4.5
3397,3.7,167,154,3.5
3398,3.6,170,150,3.0
3399,3.4,164,159,3.5
3400,3.4,164,159,3.5
3401,3.55,170,154,3.0
3402,3.6,170,169,5.5
3403,3.6,170,169,5.5
3404,3.69,167,149,4.0
3405,3.00,163,159,5.5
3406,3.52,162,154,3.0
3407,2.8,168,160,5.5
3408,3.98,168,161,4.5
3409,3.87,170,158,3.0
3410,3.6,169,150,4.5
3411,3.8,166,165,3.5
3412,3.3,170,163,4.0
3413,3.7,168,159,4.0
3414,3.80,167,163,4.5
3415,3.88,,,waived
3416,3.2,170,158,4.0
3417,3.94,170,156,4.0
3418,3.65,170,166,6.0
3419,3.65,170,166,6.0
3420,2.8,162,153,4.0
3421,3.17,170,167,5.5
3422,3.7,,,N/A
3423,3.7,,,N/A
3424,3.79,167,152,3.5
3425,3.79,167,152,3.5
3426,3.81,162,153,4.0
3427,3.77,166,162,5.0
3428,3.6,168,155,4.0
3429,3.4,166,151,3.5
3430,3.4,167,152,3.0
3431,3.50,166,164,3.0
3432,3.5,,,-
3433,3.63,165,157,4.0
3434,4.0,170,160,4.0
3435,3.7,168,157,3.0
3436,3.7,170,153,3.5
3437,3.52,168,161,5.0
3438,3.62,170,154,3.0
3439,3.62,,,NA
3440,3.2,170,158,4.0
3441,3.55,170,154,3.0
3442,4.0,167,162,4.0
3443,3.75,161,170,4.0
3444,3.7,168,157,3.0
3445,3.87,167,166,4.5
3446,2.8,162,153,4.0
3447,3.15,170,159,4.0
3448,3.96,167,151,4.0
3449,3.96,167,151,4.0
3450,3.95,170,153,3.0
3451,3.52,165,157,4.0
3452,3.52,165,157,4.0
3453,3.7,168,157,3.0
3454,3.87,170,158,3.0
3455,3.66,166,165,3.0
3456,3.66,166,165,3.0
3457,3.92,168,155,3.0
3458,3.92,168,155,3.0
3459,3.92,168,155,3.0
3460,3.92,168,155,3.0
3461,3.92,168,155,3.0
3462,3.85,170,155,3.5
3463,2.6,168,151,3.0
3464,3.52,170,166,3.5
3465,3.52,170,166,3.5
3466,3.52,166,152,3.0
3467,3.15,170,149,3.5
3468,14/20,,,N/A
3469,3.8,170,161,4.0
3470,3.42,165,149,3.0
3471,3.89,170,159,5.0
3472,3.15,167,160,4.0
3473,3.61,166,148,3.5
3474,3.75,170,158,3.0
3475,3.75,170,158,3.0
3476,3.75,170,158,3.0
3477,3.91,,,5.0
3478,3.54,166,159,3.5
3479,3.5,167,163,3.5
3480,3.72,170,160,3.5
3481,3.72,170,160,3.5
3482,3.96,167,151,4.0
3483,3.55,162,154,3.5
3484,3.9,170,155,3.0
3485,3.61,166,148,3.5
3486,3.36,164,154,5.5
3487,3.36,164,154,5.5
3488,3.36,164,154,5.5
3489,2.8,162,153,4.0
3490,3.9,168,158,3.5
3491,First class,,,N/A
3492,3.7,170,150,3.5
3493,3.65,170,150,3.5
3494,3.78,,,na
3495,3.65,168,150,3.0
3496,3.42,170,151,3.0
3497,3.61,167,167,4.0
3498,3.71,170,160,3.5
3499,2.8,158,152,3.5
3500,3.0,168,145,3.5
3501,3.55,170,154,3.0
3502,3.55,170,154,3.0
3503,3.4,165,159,4.0
3504,3.46,168,154,5.0
3505,3.46,168,154,5.0
3506,3.46,,,GMAT 57%
3507,3.5,168,164,4.0
3508,3.15,170,149,3.5
3509,3.18,170,149,3.5
3510,3.4,170,159,3.5
3511,4.0,166,155,4.0
3512,4.0,166,155,4.0
3513,4.0,166,155,4.0
3514,4.0,166,155,4.0
3515,4.0,166,155,4.0
3516,4.0,166,155,4.0
3517,4.0,166,155,4.0
3518,3.64,167,157,4.0
3519,3.81,170,154,3.0
3520,3.59,170,150,4.0
3521,3.15,170,152,3.5
3522,3.81,170,154,3.0
3523,3.81,170,154,3.0
3524,3.3,167,158,3.5
3525,3.99,168,151,3.0
3526,3.99,168,151,3.0
3527,3.99,168,151,3.0
3528,3.99,168,151,3.0
3529,3.99,168,151,3.0
3530,3.99,168,151,3.0
3531,3.99,168,151,3.0
3532,3.54,166,159,3.5
3533,3.81,170,154,3.0
3534,3.7,170,145,3.0
3535,3.70,170,145,3.0
3536,3.81,170,154,3.0
3537,3.55,170,154,3.0
3538,3.55,170,154,3.0
3539,3.55,170,154,3.0
3540,3.55,170,154,3.0
3541,3.81,170,154,3.0
3542,3.8,,,NA
3543,3.3,167,158,3.5
3544,3.15,170,152,3.5
3545,3.15,170,152,3.5
3546,3.15,170,152,3.5
3547,3.15,170,152,3.5
3548,3.15,170,152,3.5
3549,3.81,170,154,3.0
3550,3.81,170,154,3.0
3551,3.81,170,154,3.0
3552,3.2,157,152,4.0
3553,2.4,165,154,4.0
3554,3.5,166,164,3.5
3555,3.5,166,164,3.5
3556,3.5,166,164,3.5
3557,3.5,166,164,3.5
3558,3.5,166,164,3.5
3559,3.5,166,164,3.5
3560,3.3,170,151,3.0
3561,3.334,166,148,3.0
3562,3.2,168,165,4.0
3563,3.54,166,159,3.5
3564,3.8,167,156,4.5
3565,4.0,170,160,4.0
3566,4.0,170,160,4.0
3567,3.6,,,N
3568,3.71,167,155,6.0
3569,3.7,169,155,3.5
3570,3.78,170,161,5.0
3571,2.8,168,160,5.5
3572,3.85,170,160,3.0
3573,3.71,168,159,3.0
3574,3.75,166,156,3.5
3575,3.75,166,156,3.5
3576,3.75,166,156,3.5
3577,3.4,167,149,3.0
3578,3.4,167,149,3.0
3579,3.87,167,166,4.5
3580,3.85,170,160,3.0
3581,3.75,170,158,3.0
3582,3.98,168,161,4.5
3583,3.98,168,161,4.5
3584,3.45,169,170,3.5
3585,3.5,168,164,4.0
3586,3.75,168,158,5.0
3587,2.6,168,165,3.0
3588,3.51,169,157,3.0
3589,3.52,165,157,4.0
3590,3.3,167,158,3.5
3591,3.98,168,161,4.5
3592,3.75,170,158,3.0
3593,3.54,166,159,3.5
3594,3.52,170,155,3.5
3595,3.3,170,151,3.0
3596,3.54,169,156,3.5
3597,3.51,169,157,3.0
3598,3.78,170,159,4.5
3599,3.86,,,4.5
3600,3.86,167,159,4.5
3601,3.9,170,158,3.5
3602,3.88,167,148,4.0
3603,3.3,170,151,3.0
3604,3.54,166,159,3.5
3605,3.54,166,159,3.5
3606,3.95,168,162,4.5
3607,3.96,170,154,3.5
3608,3.76,168,158,3.5
3609,3.96,167,151,4.0
3610,3.82,170,159,3.0
3611,3.5,167,157,4.0
3612,3.96,167,151,4.0
3613,3.78,170,165,4.0
3614,3.3,170,155,3.5
3615,3.52,165,157,4.0
3616,3.7,167,154,3.5
3617,4.0,170,160,4.0
3618,3.2,170,158,4.0
3619,3.7,,,N/A
3620,3.85,170,160,3.0
3621,3.59,170,150,4.0
3622,3.7,167,154,3.5
3623,3.7,167,154,3.5
3624,3.7,167,154,3.5
3625,3.0,167,154,5.5
3626,3.65,170,166,6.0
3627,3.96,167,151,4.0
3628,3.55,170,159,4.0
3629,3.44,168,155,3.0
3630,3.8,169,155,4.0
3631,3.4,170,155,3.5
3632,3.64,170,150,3.5
3633,3.79,167,152,3.5
3634,3.79,167,152,3.5
3635,3.79,167,152,3.5
3636,3.79,167,153,3.5
3637,3.07,168,168,5.0
3638,3.85,170,155,3.5
3639,3.8,168,156,3.5
3640,3.3,170,151,3.0
3641,3.7,170,150,3.0
3642,3.7,170,150,3.0
3643,2.4,165,154,4.0
3644,3.96,167,151,4.0
3645,3.73,168,160,4.5
3646,3.75,170,158,4.5
3647,3.85,168,164,4.5
3648,3.9,170,158,3.5
3649,3.4,155,170,3.5
3650,3.4,155,170,3.5
3651,3.4,155,170,3.5
3652,3.4,155,170,3.5
3653,3.4,155,170,3.5
3654,3.3,170,170,4.5
3655,3.75,,,waived
3656,3.6,170,152,3.0
3657,3.7,169,156,3.0
3658,3.87,170,158,3.0
3659,4.0,,,GRE
3660,3.89,170,159,5.0
3661,3.81,170,160,3.5
3662,3.7,168,155,3.5
3663,3.52,165,157,4.0
3664,4.0,170,151,4.0
3665,3.66,170,153,3.0
3666,3.66,170,153,3.0
3667,3.95,168,162,4.5
3668,3.4,167,159,3.5
3669,3.4,167,159,3.5
3670,3.4,167,159,3.5
3671,3.65,168,161,5.0
3672,3.66,170,153,3.0
3673,3.66,170,153,3.0
3674,3.66,170,153,3.0
3675,3.85,170,155,3.5
3676,3.75,170,158,3.0
3677,3.55,170,159,4.0
3678,3.55,170,159,4.0
3679,3.55,170,159,4.0
3680,3.55,170,159,4.0
3681,3.55,170,159,4.0
3682,3.55,170,159,4.0
3683,3.2,165,150,3.5
3684,3.9,170,164,3.5
3685,3.62,168,154,3.0
3686,3.68,168,165,3.0
3687,3.9,166,162,4.5
3688,3.9,166,162,4.5
3689,3.61,166,148,3.5
3690,3.61,166,148,3.5
3691,3.61,166,148,3.5
3692,3.61,166,148,3.5
3693,3.61,166,148,3.5
3694,3.61,166,148,3.5
3695,3.61,166,148,3.5
3696,3.61,166,148,3.5
3697,3.97,170,167,4.5
3698,3.95,170,154,3.5
3699,3.95,170,154,3.5
3700,3.36,170,161,3.0
3701,3.36,170,161,3.0
3702,3.0,168,151,4.0
3703,3.54,166,159,3.5
3704,3.54,166,159,3.5
3705,3.75,170,158,3.0
3706,3.79,168,162,4.5
3707,3.5,163,166,5.0
3708,3.5,163,166,5.0
3709,3.5,163,166,5.0
3710,3.92,130,153,1
3711,3.92,130,153,1
3712,3.71,170,160,3.5
3713,3.77,170,163,6.0
3714,3.95,170,154,3.5
3715,2.6,168,165,3.0
3716,3.7,170,156,4.0
3717,3.74,167,156,3.5
3718,3.6,,,NA
3719,3.8,168,156,3.5
3720,3.52,162,154,3.0
3721,3.66,166,165,3.0
3722,3.98,168,161,4.5
3723,3.60,166,156,3.0
3724,3.05,170,165,5.5
3725,3.21,170,168,3.0
3726,3.5,167,164,3.5
3727,3.71,170,160,3.5
3728,3.8,168,160,4.5
3729,3.7,168,155,3.5
3730,3.7,168,155,3.5
3731,3.7,168,155,3.5
3732,3.7,168,155,3.5
3733,3.7,168,165,3.5
3734,3.7,,,N/A
3735,3.8,170,166,3.5
3736,3.8,170,166,3.5
3737,3.78,170,165,4.0
3738,3.62,168,154,3.0
3739,3.62,168,154,3.0
3740,3.52,165,157,4.0
3741,2.6,168,165,3.0
3742,3.62,167,162,5.5
3743,3.45,169,154,3.0
3744,3.45,169,154,3.0
3745,3.3,170,151,3.0
3746,3.87,170,158,3.0
3747,3.87,170,158,3.0
3748,3.87,170,158,3.0
3749,3.87,170,158,3.0
3750,3.87,170,158,3.0
3751,3.87,170,158,3.0
3752,2:2,,,N/A
3753,3.0,168,151,4.0
3754,3.0,170,152,3.0
3755,3.78,170,165,4.0
3756,3.2,165,150,3.5
3757,3.55,170,154,3.0
3758,3.55,170,154,3.0
3759,3.55,170,154,3.0
3760,3.55,170,154,3.0
3761,3.05,170,165,5.5
3762,3.05,170,165,5.5
3763,3.05,170,165,5.5
3764,3.72,170,158,3.5
3765,3.98,168,161,4.5
3766,3.29,,,NA
3767,3.72,170,153,4.0
3768,3.37,,,NA
3769,3.8,161,151,3.0
3770,3.23,165,152,4.5
3771,3.7,170,150,3.0
3772,3.63,167,159,3.0
3773,3.8,166,156,4.5
3774,3.8,166,156,4.5
3775,3.8,169,154,4.0
3776,3.77,170,161,6.0
3777,2.6,168,165,3.0
3778,na,,,na
3779,3.85,170,160,3.0
3780,3.3,167,158,3.5
3781,3.7,170,152,4.0
3782,3.48,170,153,3.0
3783,3.37,,,NA
3784,3.80,170,161,4.5
3785,3.3,167,154,3.5
3786,3.3,167,154,3.5
3787,3.3,167,154,3.5
3788,3.3,167,154,3.5
3789,3.3,167,154,3.5
3790,3.3,167,154,3.5
3791,3.2,,,4.5
3792,3.52,165,157,4.0
3793,3.3,170,166,5.0
3794,3.7,169,155,3.5
3795,3.71,168,159,3.0
3796,3.71,168,159,3.0
3797,3.59,170,150,4.0
3798,3.95,,,na
3799,3.76,166,163,2.5
3800,3.7,170,150,3.5
3801,3.70,169,157,4.0
3802,3.70,169,157,4.0
3803,3.75,170,158,3.0
3804,3.7,169,157,4.0
3805,3.0,168,151,4.0
3806,3.0,168,151,4.0
3807,3.98,168,161,4.5
3808,3.0,168,151,4.0
3809,3.74,166,156,3.5
3810,3.7,170,145,3.0
3811,3.7,170,145,3.0
3812,3.63,170,151,3.0
3813,3.54,166,159,3.5
3814,3.75,170,158,3.0
3815,3.61,170,152,3.0
3816,3.96,167,151,4.0
3817,3.3,167,158,3.5
3818,3.9,,,NA
3819,3.9,,,NA
3820,3.91,170,158,4.5
3821,3.73,170,158,3.5
3822,3.9,166,160,3.5
3823,3.9,166,160,3.5
3824,3.66,166,165,3.0
3825,3.73,170,158,3.5
3826,3.73,170,158,3.5
3827,3.52,165,157,4.0
3828,3.65,170,150,3.5
3829,3.85,170,155,3.5
3830,3.83,,,NA
3831,3.5,167,164,3.5
3832,3.5,167,164,3.5
3833,3.5,164,167,3.5
3834,3.6,170,164,4.0
3835,3.6,170,164,4.0
3836,3.5,164,167,3.5
3837,3.5,167,164,3.5
3838,3.5,167,164,3.5
3839,3.3,167,158,3.5
3840,3.3,167,158,3.5
3841,3.3,167,158,3.5
3842,3.63,167,159,3.0
3843,3.2,165,158,4.5
3844,3.65,170,150,3.5
3845,3.65,170,150,3.5
3846,3.4,165,159,4.0
3847,3.71,167,155,6.0
3848,3.7,,,n/a
3849,3.74,170,152,4.0
3850,3.6,,,NA
3851,3.7,166,170,4.0
3852,3.69,170,152,4.0
3853,3.5,166,154,4.5
3854,3.6,170,161,3.5
3855,4.0,166,170,4.0
3856,3.4,170,166,3.5
3857,3.8,170,162,3.5
3858,3.93,170,162,3.5
3859,3.52,166,152,3.0
3860,3.42,165,149,3.0
3861,3.7,,,n/a
3862,3.46,168,154,5.0
3863,3.46,168,154,5.0
3864,3.61,166,166,4.0
3865,3.69,167,136,3.0
3866,3.92,130,153,1
3867,3.92,130,153,1
3868,3.92,130,153,1
3869,3.92,130,153,1
3870,3.92,130,153,1
3871,3.92,130,153,1
3872,3.92,130,153,1
3873,3.92,130,153,1
3874,3.71,167,155,6.0
3875,3.71,167,155,6.0
3876,3.52,165,157,4.0
3877,3.05,170,159,3.5
3878,3.98,168,161,4.5
3879,3.89,170,159,5.0
3880,3.3,170,151,3.0
3881,3.3,170,151,3.0
3882,3.4,169,157,3.0
3883,4.0,170,151,4.0
3884,3.87,163,150,3.0
3885,3.8,,,-
3886,3.85,170,160,3.0
3887,3.6,,,NA
3888,107/110,167,158,4.5
3889,3.96,167,151,4.0
3890,3.74,165,158,4.5
3891,3.79,168,143,3.0
3892,3.72,169,161,3.0
3893,3.64,167,157,4.0
3894,3.85,170,155,3.5
3895,?,168,151,3.5
3896,3.85,170,160,3.0
3897,3.85,170,160,3.0
3898,3.75,170,155,3.0
3899,3.71,170,160,3.5
3900,3.65,167,155,3.5
3901,3.80,170,161,4.5
3902,4.0,170,151,4.0
3903,3.4,167,154,3.5
3904,2.6,168,165,3.0
3905,3.85,170,155,3.5
3906,3.98,168,161,4.5
3907,3.9,168,152,3.0
3908,3.3,157,155,5.0
3909,3.15,170,152,3.5
3910,3.96,167,151,4.0
3911,2.9,164,157,3.5
3912,3.9,164,156,3.5
3913,1st Class（UK),170,156,4.5
3914,3.79,168,143,3.0
3915,3.5,168,164,4.0
3916,3.79,168,162,4.5
3917,3.46,168,154,5.0
3918,3.46,,,5.0
3919,3.5,168,164,4.0
3920,3.74,166,156,4.5
3921,3.0,169,165,4.5
3922,3.0,169,165,4.5
3923,3.80,170,161,4.5
3924,3.66,170,155,3.5
3925,3.67,165,153,4.0
3926,3.85,170,155,3.5
3927,3.93,170,161,4.5
3928,3.8,170,165,4.0
3929,3.71,168,159,3.0
3930,3.62,167,162,5.5
3931,3.7,168,168,6.0
3932,4.0,,,GRE
3933,3.99,168,165,6.0
3934,3.9,170,164,3.5
3935,3.5,170,164,6.0
3936,3.84,170,160,4.0
3937,3.62,167,162,5.5
3938,3.70,168,165,5.0
3939,3.77,170,163,6.0
3940,3.87,167,166,4.5
3941,3.3,170,155,3.5
3942,3.52,166,152,3.0
3943,3.05,170,159,3.5
3944,4.0,170,151,4.0
3945,3.9,170,164,3.5
3946,3.52,166,152,3.0
3947,3.71,167,155,6.0
3948,3.75,170,158,4.5
3949,3.65,167,155,3.5
